manufacturer,age,training_before[Y/N],gender,body_fat[%],smoking[Y/N],alcohol_times_week,occupation,education,marital_status,kids,location,N sessions/w 1m1w,N sessions/w 1m2w,N sessions/w 1m3w,N sessions/w 1y1w,N sessions/w 1y2w,N sessions/w 1y3w
huawei,37,True,F,20,True,1,Purchasing manager,master,separated,1,"21428 Crystal Isle Suite 617
Sanchezfurt, DC 16314",3,2,4,3,2,4
oura,44,True,F,24,False,0,"Engineer, technical sales",bachelor,separated,3,"6269 Heather Mount
Port Kyle, WV 45598",5,5,3,5,5,3
coospo,29,True,M,8,False,3,TEFL teacher,phd,separated,0,"8062 Pace Shore
Lake Joe, ME 78941",3,2,4,3,2,4
fitbit,20,False,F,28,False,0,,school,separated,0,"1531 Denise Union Apt. 267
Henrychester, OR 42937",4,3,4,2,2,2
oura,21,True,F,16,True,0,,school,married,0,"901 Bryant Harbor
New Jessica, UT 77883",3,4,3,2,3,2
huawei,45,True,M,9,False,1,"Buyer, industrial",school,single,0,"414 Robert Vista Suite 347
South Lori, NM 12060",5,4,3,5,4,3
sony,43,True,F,25,False,3,"Therapist, speech and language",master,widowed,2,"4232 William Meadows
Jacksonport, OH 12162",3,3,3,3,3,3
sony,19,True,M,11,False,3,,school,single,0,"7775 Eric Springs Suite 921
Port Tiffany, PW 16381",3,3,3,2,2,2
garmin,33,False,F,22,False,3,Recruitment consultant,phd,divorced,2,"8680 Payne Ports Apt. 811
Martinezton, PR 84023",3,3,3,2,2,2
garmin,39,True,F,17,False,3,Health service manager,bachelor,divorced,0,"56883 Stevenson Bridge
Blakebury, IL 65028",4,4,4,4,4,4
huawei,20,True,M,10,False,1,,school,divorced,0,"229 Andrew Bypass Suite 158
East Kevin, ID 89234",5,4,2,4,4,2
apple,25,False,M,28,False,3,Print production planner,master,married,1,"65613 Smith Locks Suite 850
East Craigborough, FL 82549",3,4,4,2,2,2
huawei,51,False,M,19,False,1,Graphic designer,master,single,0,"360 Dixon Trace Apt. 200
Jenniferview, IA 01352",4,3,3,2,2,2
apple,33,True,M,20,True,0,Mechanical engineer,school,married,2,"1620 Edward Circles
Port Hannah, MN 52277",4,4,2,3,3,2
garmin,23,True,F,25,True,3,Child psychotherapist,master,divorced,2,"USNV Gibson
FPO AA 44287",2,2,3,1,1,2
xiaomi,28,True,F,22,False,3,Chemical engineer,phd,divorced,1,"PSC 2536, Box 2460
APO AP 76468",3,3,2,3,3,2
sony,27,False,M,24,False,1,"Scientist, research (medical)",master,divorced,0,"821 Miller Branch Suite 697
New Alexandraville, RI 83023",4,2,5,3,2,4
garmin,21,True,F,28,True,2,,school,divorced,0,"107 White Junction Apt. 602
Francotown, NE 68212",3,3,3,2,2,2
huawei,21,True,M,13,False,2,,school,single,0,"1705 Yang Lodge Apt. 765
Stephaniemouth, CA 25316",2,3,2,2,3,2
apple,26,True,M,10,False,2,Paramedic,master,married,0,"19112 Durham Court
West Drew, VI 14587",3,3,4,3,3,4
xiaomi,23,True,F,20,True,3,"Therapist, art",master,divorced,0,"5777 Mitchell Tunnel Apt. 544
North Suzannefurt, PA 80672",2,4,3,1,2,2
xiaomi,40,True,F,19,False,3,Pharmacologist,phd,divorced,2,"563 Smith Dam
Port Nathan, AZ 26321",4,5,4,4,4,4
apple,41,True,M,19,False,3,Fashion designer,school,separated,2,"04542 Jared Park Apt. 425
Cynthiatown, VI 63896",3,5,3,2,4,2
coospo,54,True,M,11,False,0,"Scientist, audiological",school,married,0,"057 Arellano Mountain
Lake Miguel, OH 41911",4,3,3,4,3,3
xiaomi,65,False,M,16,False,3,"Horticulturist, commercial",phd,widowed,1,"Unit 0591 Box 7481
DPO AP 86570",3,2,2,2,1,1
sony,55,True,M,16,False,0,"Therapist, drama",master,divorced,3,"8493 Mario Drives Apt. 199
Martinland, NE 49163",4,3,3,4,3,3
fitbit,59,True,F,14,True,0,Broadcast presenter,bachelor,single,2,"9723 Daniel Squares Suite 986
West Nicholasstad, PA 50496",3,3,2,2,2,2
garmin,38,True,F,22,True,2,Engineering geologist,master,separated,3,"2207 Jessica Groves
Annetteville, GU 91684",2,4,2,2,4,2
garmin,59,True,F,25,True,2,Theatre stage manager,master,divorced,3,"3633 Amy Ford
Deckertown, ND 27356",3,3,3,2,2,2
xiaomi,25,True,M,21,False,0,Nature conservation officer,bachelor,single,1,"2113 Mercedes Cape
Jacksonside, FM 05439",2,5,2,2,4,2
garmin,56,False,M,25,True,2,Astronomer,school,single,1,"26618 Morrison Plaza
Ferrellmouth, LA 71256",4,2,2,1,1,1
huawei,23,True,M,16,False,1,"Engineer, aeronautical",bachelor,single,0,"638 Sims Ports
Brownchester, MD 19578",3,4,3,3,4,3
oura,25,True,F,21,False,1,Animal nutritionist,bachelor,single,1,"677 Powell Mission
Justinfort, FL 24263",3,3,4,3,3,4
huawei,25,True,F,19,False,0,Police officer,master,separated,1,"107 Zachary Wall Suite 536
New Colleen, MN 45334",4,3,4,4,3,4
huawei,37,True,F,27,True,2,Maintenance engineer,school,single,1,"716 Jessica Junctions
West Jimmy, PR 07418",3,2,3,2,2,2
xiaomi,51,True,M,10,False,1,Contractor,school,married,1,"615 Jay Plain Apt. 876
Jenniferland, ME 20991",2,5,4,2,4,4
xiaomi,48,True,M,8,False,1,"Buyer, industrial",phd,widowed,0,"PSC 2231, Box 3990
APO AP 04301",4,3,5,4,3,4
fitbit,24,True,F,29,False,3,"Engineer, agricultural",bachelor,divorced,1,"6280 Harris Circles Suite 489
Johnsonview, MS 27719",3,3,3,2,2,2
apple,31,False,M,19,False,3,Commercial/residential surveyor,master,married,3,"825 Travis Groves Suite 630
Rileyfort, PR 19047",3,3,4,2,2,2
xiaomi,31,False,F,23,False,2,Clinical embryologist,master,single,3,"0746 Jennifer Trafficway
Michaeltown, AL 22842",2,2,3,2,2,3
fitbit,38,True,F,26,False,2,"Therapist, music",bachelor,separated,1,"09628 Kimberly Crest
Smithmouth, IN 90956",3,3,3,3,3,3
sony,56,True,F,14,False,1,Transport planner,bachelor,separated,2,"4885 Tran Hills
Whiteside, KY 87316",4,3,4,4,3,4
garmin,51,False,M,29,True,3,"Accountant, chartered public finance",school,separated,0,"448 Chase Trace
Margaretton, SD 68284",4,4,5,1,1,1
xiaomi,18,True,F,18,False,1,,school,single,0,"52974 Johnny Loaf Apt. 121
West Dorothy, VA 60510",3,4,3,3,4,3
coospo,24,True,F,19,False,1,Chief Operating Officer,bachelor,divorced,1,"74625 Robert Manor
New Sharon, DE 09577",3,3,3,3,3,3
coospo,64,True,M,11,False,0,Fisheries officer,school,widowed,0,"303 Melissa Isle Apt. 025
Fullershire, NV 50478",3,3,3,3,3,3
garmin,25,True,M,20,True,1,"Programmer, systems",bachelor,single,0,"2280 Christine Knoll
North Patrick, OK 18059",4,2,3,3,2,2
fitbit,28,False,M,29,True,0,Medical laboratory scientific officer,phd,single,1,"328 Robles Route Apt. 003
North Isaacberg, OR 41729",3,2,3,2,1,2
xiaomi,38,True,M,14,False,0,Equities trader,phd,separated,0,"USS Hill
FPO AE 08364",3,2,2,3,2,2
apple,42,False,M,21,False,2,"Scientist, research (medical)",master,single,0,"63321 Hartman Inlet Suite 050
Port Chad, MO 47465",3,3,3,2,2,2
xiaomi,45,False,M,23,False,0,Stage manager,bachelor,single,2,"01805 Anna Glens
New Robinstad, KS 29710",2,2,2,2,2,2
huawei,23,True,M,11,False,3,Broadcast journalist,master,divorced,0,"USNS Jacobs
FPO AA 90384",5,4,3,4,3,2
coospo,25,False,F,23,True,3,Outdoor activities/education manager,bachelor,married,1,"86169 Jason Loop Apt. 017
New Walterview, FL 01669",3,2,3,2,1,2
xiaomi,24,True,F,16,False,2,"Conservator, museum/gallery",master,separated,0,"717 Meredith Road
New Karenburgh, AK 51613",2,2,4,2,2,4
apple,64,True,F,27,True,2,Commercial art gallery manager,phd,separated,1,"2827 Lisa Ville Suite 260
Karinaside, IA 26456",4,4,2,2,2,1
sony,44,False,F,25,True,3,"Nurse, adult",bachelor,married,3,"442 Tyler Corner Apt. 820
Mayotown, AL 18849",3,4,3,2,2,2
oura,19,True,F,23,True,0,,school,single,0,"076 Roy Creek
Williamstad, ME 84197",3,2,3,2,2,2
huawei,50,True,F,28,False,0,"Programmer, systems",school,separated,0,"PSC 4636, Box 7047
APO AP 86583",5,4,5,4,3,4
sony,22,False,F,39,True,0,"Copywriter, advertising",master,single,0,"Unit 9936 Box 2245
DPO AP 28011",3,3,3,1,1,1
apple,29,True,M,10,True,3,Field trials officer,school,married,1,"28015 James Mount
Jesseshire, VI 23633",2,3,2,2,2,2
fitbit,62,True,M,21,False,1,"Surveyor, rural practice",master,divorced,3,"5865 Morris Shores Apt. 655
Brownshire, MO 87374",3,3,3,2,2,2
sony,50,True,F,23,False,3,Merchant navy officer,school,divorced,3,"63313 Shawn Springs
Robertmouth, AR 73249",3,4,4,2,3,3
fitbit,42,True,F,18,False,3,Environmental health practitioner,bachelor,widowed,1,"129 Stacy Square
Washingtonberg, MT 28044",2,3,3,2,3,3
xiaomi,36,True,M,20,False,1,Further education lecturer,master,single,0,"635 Antonio Trail Apt. 259
Lawrencefort, AL 22513",3,3,3,3,3,3
garmin,45,True,M,16,False,0,Management consultant,phd,widowed,1,"26372 William Cliffs
East Danielton, LA 03961",3,4,4,3,4,4
coospo,24,False,F,28,False,1,Television production assistant,bachelor,separated,0,"4750 Brooks Mountains Suite 986
Henrymouth, MT 66225",3,3,3,2,2,2
huawei,22,False,F,29,True,0,Osteopath,bachelor,separated,2,"933 Jackson Rapid
Hansenshire, CT 79321",4,4,3,1,1,1
xiaomi,31,True,F,14,True,0,Optometrist,bachelor,single,0,"3204 Griffith Fields Apt. 225
East Markberg, OK 40747",4,4,4,4,4,4
coospo,25,True,M,9,False,1,Chief Strategy Officer,master,separated,2,"43600 Elizabeth Tunnel
Lake Wandaborough, FL 73780",3,3,3,3,3,3
oura,59,True,M,12,False,3,Field trials officer,master,divorced,3,"9700 Amanda Mountains Apt. 589
North Christopherfort, MI 40048",5,5,3,4,4,2
oura,26,False,M,28,False,0,Clinical embryologist,master,married,2,"139 Brown Route Apt. 479
Port David, MS 34508",2,2,3,2,2,2
huawei,48,False,M,20,False,1,Financial adviser,school,married,1,"7274 Angelica Springs Suite 641
New Amanda, SC 73329",3,4,5,2,2,3
garmin,28,True,M,16,False,3,IT consultant,phd,divorced,0,"47699 Cheryl Brook
New Leahburgh, PR 61511",2,5,3,2,4,3
xiaomi,63,True,F,20,True,2,"Engineer, agricultural",master,widowed,1,"PSC 1186, Box 2576
APO AA 78623",3,3,4,2,2,3
coospo,37,True,M,11,False,0,Waste management officer,school,separated,2,"4076 Michelle Vista
Lake Marymouth, AR 87951",3,4,3,3,4,3
oura,33,True,F,28,False,0,Copy,school,married,1,"7090 Kathy Valley
Adamstown, PA 15717",3,3,3,3,3,3
fitbit,56,False,F,39,False,3,Ranger/warden,school,single,0,"171 Chad Plaza
West Jerryshire, IA 51265",4,4,3,1,1,1
fitbit,38,True,F,28,False,2,Chief Technology Officer,master,divorced,0,"635 Yu Hollow Apt. 778
Lake Lauraborough, AL 34722",3,4,3,3,4,3
xiaomi,24,True,M,13,True,0,Clinical molecular geneticist,bachelor,single,0,"37367 Campbell Ports
Evelyntown, WA 87440",4,3,3,3,2,2
oura,25,False,M,19,False,3,Chief Strategy Officer,bachelor,single,1,"442 Alvarez Centers Apt. 467
Ricardoshire, GA 08358",2,4,3,1,2,2
sony,41,True,F,23,True,1,Medical secretary,master,married,0,"5818 Zhang Shores Apt. 778
Andersonmouth, PR 11562",3,4,4,3,4,4
huawei,42,True,F,19,False,3,Social researcher,phd,single,0,"440 Melinda Underpass Apt. 832
Craigberg, NJ 02384",3,4,3,3,4,3
apple,41,False,M,22,False,3,"Conservation officer, nature",phd,single,2,"975 Vincent Valley Apt. 108
Reginaview, GU 18615",3,4,2,2,2,1
oura,18,True,F,27,False,3,,school,single,0,"277 Austin Club Apt. 548
Lake Angelaland, LA 32467",3,3,4,2,2,2
oura,24,True,M,13,False,3,IT trainer,master,married,1,"079 Amanda Haven Suite 419
Lake Kurt, IN 99283",3,3,4,2,2,3
apple,41,True,F,25,False,2,Orthoptist,school,single,0,"6843 Bauer Mountains
South Veronicafort, AL 07403",2,2,3,2,2,3
huawei,54,True,F,21,False,3,"Engineer, biomedical",phd,widowed,3,"485 Ramirez Path
Brooksborough, PR 69792",2,2,2,2,2,2
xiaomi,41,True,M,10,True,1,Arboriculturist,master,married,1,"058 Chad Road Suite 537
North Frederick, IL 96460",2,4,4,2,4,4
fitbit,45,True,F,25,True,3,"Engineer, building services",phd,single,1,"081 Scott Hills Suite 130
Hannahside, WV 73283",4,4,5,3,3,4
apple,19,False,M,15,False,2,,school,single,0,"370 Alyssa Centers Apt. 063
North Carla, MA 37464",5,5,4,4,4,3
xiaomi,55,True,F,25,False,2,"Teacher, secondary school",master,separated,2,"6952 Whitney Summit
Cunninghamhaven, NY 80018",3,3,3,3,3,3
fitbit,25,True,F,25,True,1,"Civil engineer, contracting",bachelor,divorced,0,"89032 Palmer Drive Suite 076
Jackview, CT 12398",2,4,2,2,4,2
apple,50,True,F,14,False,3,Intelligence analyst,school,single,2,"565 Kelly Centers
Lake David, UT 89451",3,3,3,2,2,2
xiaomi,18,True,M,9,True,0,,school,single,0,"803 Lindsey Lodge Apt. 865
Boyleborough, NC 35260",3,3,4,2,2,3
coospo,19,True,F,24,False,2,,school,single,0,"691 Haynes Locks
New Heather, KY 57133",3,3,3,3,3,3
huawei,61,False,M,16,False,3,Furniture designer,school,separated,0,"USS Sellers
FPO AE 57482",2,2,3,1,1,2
apple,24,True,F,15,False,0,"Engineer, manufacturing",master,divorced,1,"96054 Hannah Streets Suite 186
Georgeport, VI 43828",4,4,3,4,4,3
fitbit,29,True,M,8,True,1,"Civil engineer, contracting",master,married,1,"3081 King Canyon
West Chaseborough, GA 90203",5,3,5,4,3,4
huawei,20,False,M,28,False,3,,school,separated,0,"72685 Hunter Divide Suite 647
Port Daniel, OK 95730",3,4,3,1,1,1
huawei,32,False,M,26,True,3,Network engineer,phd,separated,1,"5602 Jacob Drive Suite 330
Port Danielle, KS 26297",2,2,2,1,1,1
sony,47,True,F,29,False,3,Broadcast journalist,school,divorced,3,"628 Walker Expressway
Teresafurt, SC 92023",3,3,3,2,2,2
apple,29,True,M,8,False,1,"Engineer, aeronautical",master,divorced,1,"7105 Calvin Viaduct Suite 250
Johnsonstad, GA 43734",3,4,4,3,4,4
sony,36,True,F,21,False,2,Publishing rights manager,school,divorced,0,"332 Theodore Squares
East Spencer, DC 64571",4,2,3,4,2,3
apple,54,True,F,14,False,3,Architectural technologist,master,widowed,3,"04989 Craig Avenue
Lake Joann, HI 41540",3,3,3,2,2,2
huawei,29,True,M,16,False,3,Osteopath,phd,separated,2,"9962 Richard Plaza Suite 123
East Ashley, PR 43097",2,3,4,2,3,4
sony,27,True,M,17,False,1,"Therapist, music",bachelor,separated,0,"139 Sharon Wall Apt. 531
Alexfort, NE 13029",3,2,3,3,2,3
garmin,25,True,F,29,True,3,Records manager,master,single,2,"55525 Fitzgerald Underpass Suite 555
Reyesbury, GU 28119",3,3,3,2,2,2
huawei,39,True,F,27,False,1,"Embryologist, clinical",school,separated,1,"91237 Curtis Springs Suite 025
Helenshire, NJ 90814",2,3,2,2,3,2
fitbit,35,True,M,9,False,2,"Solicitor, Scotland",school,married,0,"5974 Murphy Stream Apt. 216
New Ashleyville, IL 44205",4,3,3,4,3,3
huawei,18,False,F,34,True,1,,school,single,0,"1075 Fleming Lights
Jasonhaven, AK 64607",4,4,5,1,1,2
xiaomi,36,True,M,10,False,0,Regulatory affairs officer,phd,divorced,3,"136 Eric Estate Suite 482
East Kenneth, DE 41508",2,3,3,2,3,3
coospo,25,False,M,20,False,2,"Programmer, applications",master,separated,2,"329 Garrison Forge Suite 119
South Anneburgh, AR 78868",4,4,3,3,3,2
apple,32,True,M,15,False,1,"Administrator, local government",bachelor,married,2,"PSC 4448, Box 5240
APO AE 60406",5,5,2,5,5,2
xiaomi,22,False,F,20,False,0,Fine artist,master,single,2,"881 Drake Rapids
Kellyberg, AR 77297",5,5,5,4,4,4
huawei,57,True,M,10,True,2,"Surveyor, hydrographic",master,widowed,3,"7991 Hobbs Station
Lake Madison, VA 91431",4,4,4,3,3,3
coospo,31,True,F,23,False,2,"Social research officer, government",school,single,3,"077 Angela Locks
Zacharyland, TN 12266",4,4,3,4,4,3
fitbit,26,True,F,21,False,0,Acupuncturist,bachelor,separated,0,"8701 Acevedo Creek Suite 963
Kathyside, HI 79891",4,2,3,4,2,3
fitbit,49,False,F,33,False,1,Public relations account executive,school,married,2,"4772 Donaldson Curve
Pattonburgh, TN 27227",3,4,3,2,2,2
sony,23,True,F,24,False,3,Hydrogeologist,master,separated,1,"685 White Centers
Douglashaven, PA 69004",3,3,3,2,2,2
fitbit,22,True,M,12,False,1,Amenity horticulturist,master,separated,1,"11417 Rivera Landing Suite 411
Lake Katherineport, MO 66116",3,3,3,3,3,3
garmin,41,True,M,20,False,0,Osteopath,school,widowed,1,"07731 Brianna Trail
Fitzpatrickhaven, MI 05171",3,2,3,3,2,3
garmin,65,True,F,25,False,3,"Engineer, automotive",school,separated,0,"3393 Elizabeth Flat Suite 793
New Susanton, NE 02535",3,3,3,2,2,2
oura,45,True,F,24,False,1,"Engineer, water",master,married,1,"5561 Woods Terrace Suite 797
Port Benjamin, KY 85277",2,5,4,2,5,4
garmin,44,True,M,15,False,0,Consulting civil engineer,phd,single,1,"37619 Owens Shoal
South Josephstad, MH 46994",3,2,2,3,2,2
garmin,37,True,M,14,True,2,"Psychologist, sport and exercise",bachelor,separated,1,"634 Vargas Key Apt. 967
Douglasland, NH 42519",5,3,5,4,3,4
xiaomi,42,True,M,18,False,1,Soil scientist,bachelor,single,0,"973 Caldwell Valleys Suite 602
Lake Anthonystad, MD 73342",2,3,2,2,3,2
xiaomi,44,True,F,20,True,2,"Radiographer, therapeutic",school,widowed,3,"0073 Hayes Well
West Alexis, PA 82028",3,2,4,3,2,4
huawei,30,True,F,16,False,0,Photographer,school,divorced,3,"88292 Christopher Road
Port Lisa, KY 99438",3,2,3,3,2,3
fitbit,36,True,M,9,False,0,Ambulance person,phd,divorced,0,"0515 Ramirez Brook
Port Jessicashire, DC 82254",3,3,3,3,3,3
apple,24,True,F,15,False,0,"Accountant, chartered management",master,separated,0,"39729 Kathleen Dam
Meganport, VI 89749",2,3,3,2,3,3
oura,25,True,M,21,False,1,Lexicographer,bachelor,married,1,"342 Patricia Islands Suite 711
Lake Karenbury, PA 28693",2,3,3,2,3,3
xiaomi,55,True,F,16,True,1,Social researcher,phd,divorced,3,"993 Juarez Views
Gravesside, VA 60243",3,2,3,2,2,2
huawei,18,True,F,25,False,0,,school,single,0,"12226 James Tunnel
Thompsonberg, DE 89173",3,5,4,3,4,4
fitbit,63,False,F,36,True,1,"Geologist, wellsite",school,widowed,3,"847 Brittany Extension Suite 791
Valeriechester, AK 75843",4,3,3,1,1,1
garmin,29,True,F,14,False,2,"Designer, industrial/product",phd,divorced,1,"727 Baker Forest
Port Tyler, TN 19947",3,3,4,3,3,4
xiaomi,53,True,M,13,False,0,"Editor, magazine features",master,married,1,"5443 Duncan Orchard
New Joelmouth, KS 61127",2,3,4,2,3,4
apple,58,True,F,19,False,1,"Scientist, product/process development",school,single,2,"42904 Jacob Loop Suite 709
North Alyssaview, DE 99316",4,3,4,4,3,4
apple,26,False,F,22,False,3,Administrator,bachelor,divorced,2,"3127 Kevin Ports
South Alexanderchester, AS 16007",2,3,5,2,2,4
xiaomi,43,True,M,8,False,2,Historic buildings inspector/conservation officer,master,separated,2,"585 Bryan Isle
New Josephberg, FM 97097",2,2,3,2,2,3
sony,28,True,M,16,False,2,"Engineer, land",phd,divorced,2,"PSC 6811, Box 4678
APO AP 38529",2,3,3,2,3,3
oura,21,True,F,16,False,0,,school,separated,0,"85912 Tammy Parkway Apt. 380
Codyhaven, AS 31943",3,3,3,3,3,3
huawei,44,True,F,20,False,1,"Engineer, maintenance",bachelor,widowed,0,"53793 John Lakes Apt. 555
Rasmussenchester, OR 65361",3,4,4,3,4,4
fitbit,21,False,M,15,False,0,,school,divorced,0,"4056 Garrett Village Suite 354
Amandaberg, GU 58040",2,3,3,2,2,2
xiaomi,48,True,M,20,False,3,"Scientist, research (medical)",master,single,1,"520 Lonnie Prairie Suite 749
North Wesleyshire, MH 79570",4,2,4,2,1,2
coospo,37,True,F,15,False,0,"Surveyor, mining",master,married,3,"85091 Bush Falls Apt. 203
Lake Victoria, CO 58325",3,3,3,3,3,3
garmin,34,True,M,17,False,0,Public house manager,bachelor,single,0,"51576 Smith Plaza
Michelleside, AL 92986",2,2,2,2,2,2
huawei,28,False,M,27,False,1,Musician,school,separated,0,"390 Goodwin Burg
Michaelview, UT 86441",2,2,4,2,2,3
huawei,52,True,F,27,True,1,Corporate investment banker,master,separated,1,"69428 Becky Cliff Suite 703
West Sherryfort, TN 02883",4,3,3,2,2,2
coospo,19,True,M,21,True,0,,school,single,0,"4576 Johnston Gateway Apt. 719
East Theresachester, LA 28351",4,4,3,2,2,2
xiaomi,39,True,F,26,True,3,Theme park manager,school,married,2,"03534 Yu Tunnel Apt. 282
North Catherineshire, MI 96829",3,3,3,2,2,2
huawei,28,False,M,27,False,0,Chiropodist,bachelor,separated,1,"831 Lewis Knolls Apt. 724
Port Timothy, ME 86673",2,4,5,2,3,4
huawei,38,True,F,22,True,1,Dietitian,master,separated,2,"5013 Michael Flat Suite 817
Piercemouth, SC 62475",3,2,3,3,2,3
oura,21,True,M,17,False,0,,school,separated,0,"Unit 0318 Box 3510
DPO AA 47508",3,4,2,3,4,2
apple,26,True,M,11,True,2,Office manager,master,married,1,"675 Mary Springs Apt. 507
Port Erik, GA 78278",3,3,3,3,3,3
apple,41,False,M,20,False,3,Charity fundraiser,bachelor,divorced,3,"66761 Betty Mission
Lake Morgan, WA 86473",3,4,4,2,2,2
coospo,53,True,F,19,False,0,"Research officer, trade union",bachelor,single,0,"USS Johnson
FPO AP 40345",4,3,3,4,3,3
huawei,34,True,F,22,True,1,Food technologist,bachelor,separated,1,"40054 Angela Tunnel Suite 483
Karenshire, UT 06055",3,3,3,3,3,3
sony,38,True,M,20,False,1,Manufacturing engineer,bachelor,separated,1,"14673 Potter Loop Apt. 724
South Austinborough, AL 43244",4,3,4,4,3,4
coospo,42,True,M,14,False,3,Operational researcher,phd,single,0,"4209 Connie Turnpike
South Katherineville, FM 08985",2,3,3,2,3,3
coospo,25,False,F,39,False,3,"Development worker, community",master,single,2,"567 Rodriguez Passage Suite 722
South Sharon, VI 56080",4,2,2,2,1,1
apple,30,False,M,14,False,0,Veterinary surgeon,master,single,0,"69068 George Burg
West Miguel, OH 24001",4,3,4,4,3,4
sony,50,False,F,37,False,0,Banker,master,separated,1,"5130 Spencer Gateway Suite 773
South Jessica, AK 68416",4,4,4,2,2,2
garmin,20,True,M,16,True,3,,school,divorced,0,"USS Myers
FPO AP 03456",3,3,3,2,2,2
apple,25,True,M,15,False,3,Games developer,master,married,0,"PSC 6714, Box 2031
APO AA 71292",3,2,3,3,2,3
xiaomi,49,True,F,17,False,3,Secondary school teacher,school,separated,3,"998 Kristy Brooks Apt. 941
Port Sabrina, AR 03947",4,4,3,3,3,2
